number of rooms,security level of the community,residence space,building space,noise level,view,air quality level,exchange rate,price range,house_age,decorate_age,space_ratio,room_space,median_rank_zip code,median_rank_city,mean_rank_zip code,mean_rank_city
4,2.5,3040,7000,2.0,0,3,7.990524904,4,13,13,1.0,608.0,4.0,4.0,3.8208955223880596,3.8208955223880596
5,3.25,5270,17232,2.0,1,3,6.927861058,4,37,11,0.7609108159392789,878.3333333333334,4.0,4.0,3.8208955223880596,3.8208955223880596
1,1.0,620,8261,1.0,0,3,7.838736659,1,75,45,1.0,310.0,2.0,2.0,1.6,2.4857142857142858
2,1.0,700,4700,1.0,0,5,7.527597488,1,61,61,1.0,233.33333333333334,2.0,2.0,2.0123456790123457,1.9136690647482015
3,1.75,1570,4875,1.0,0,4,7.742554132,1,37,37,0.8343949044585988,392.5,1.0,1.0,1.5168539325842696,1.2105263157894737
3,1.0,1050,6300,1.0,0,3,7.574418383,1,72,15,1.0,262.5,2.0,2.0,1.8627450980392157,2.4857142857142858
3,2.0,1640,5280,1.5,0,5,6.051683929,1,104,104,1.0,410.0,1.0,1.0,1.0571428571428572,1.4172185430463575
3,1.5,1360,9760,1.5,0,5,6.102640957,1,30,30,1.0,340.0,2.0,2.0,1.8,1.8
5,1.5,1510,9078,1.0,0,4,7.70027121,1,55,55,1.0,251.66666666666666,1.0,1.0,1.1551724137931034,1.2307692307692308
2,1.5,982,846,2.0,0,3,6.02622003,1,8,8,0.8207739307535642,327.3333333333333,2.0,2.0,1.8876404494382022,2.4857142857142858
3,1.5,1160,8906,1.0,0,3,6.393069716,1,52,11,1.0,290.0,2.0,2.0,2.116883116883117,2.4857142857142858
2,1.0,1350,10096,1.0,2,4,7.657179601,1,62,62,1.0,450.0,2.0,2.0,1.8,1.8
3,2.5,1860,6607,2.0,0,3,7.426786406,1,25,25,1.0,465.0,1.0,1.0,1.4065934065934067,1.408450704225352
3,2.5,1870,4060,2.0,0,3,6.338239066,1,9,9,1.0,467.5,1.0,1.0,1.5168539325842696,1.4444444444444444
3,1.75,1520,15090,1.0,0,4,6.099387348,1,46,46,1.0,380.0,2.0,2.0,1.7173913043478262,1.7173913043478262
2,1.0,860,3874,1.0,0,4,6.146987886,1,83,83,1.0,286.6666666666667,1.0,2.0,1.3846153846153846,1.9136690647482015
4,2.75,2414,7693,2.0,0,3,6.502015375,1,8,8,1.0,482.8,1.0,1.0,1.0571428571428572,1.4172185430463575
5,3.5,2100,5107,2.0,0,3,6.982659124,1,15,15,0.6714285714285714,350.0,1.0,2.0,1.3555555555555556,2.4857142857142858
3,2.5,2250,7294,2.0,0,3,7.008849232,2,20,20,1.0,562.5,2.0,1.0,1.7352941176470589,1.4172185430463575
3,1.0,1160,8813,1.0,0,3,6.733115425,2,62,6,1.0,290.0,2.0,2.0,2.2093023255813953,2.4857142857142858
3,1.75,1790,27427,1.0,0,3,7.501726933,2,36,36,0.6312849162011173,447.5,3.0,3.0,2.727272727272727,2.727272727272727
3,2.5,2456,7566,2.0,0,3,7.92936917,2,2,2,1.0,614.0,1.0,1.0,1.4065934065934067,1.408450704225352
3,2.5,2210,7557,2.0,0,3,6.486334947,2,25,25,1.0,552.5,1.0,1.0,1.4065934065934067,1.408450704225352
2,1.0,720,6686,1.0,0,3,7.959844731,2,72,15,1.0,240.0,3.0,2.0,2.71,2.4857142857142858
4,2.25,2030,13500,1.0,0,3,7.387330888,2,51,6,0.6059113300492611,406.0,2.0,2.0,2.4705882352941178,1.9136690647482015
3,2.5,1430,1002,3.0,0,3,6.061633577,2,12,12,1.0,357.5,3.0,2.0,2.725,2.4857142857142858
3,3.25,1460,1592,2.0,0,3,6.898879389,2,8,8,0.773972602739726,365.0,2.0,2.0,2.0933333333333333,2.4857142857142858
3,1.75,1170,8182,1.0,0,3,7.427967706,2,52,11,1.0,292.5,2.0,2.0,1.9651162790697674,1.9834710743801653
3,1.0,940,10368,1.0,0,3,6.580262621,2,49,21,1.0,235.0,3.0,3.0,3.1297709923664123,3.179372197309417
3,1.0,890,7200,1.0,0,3,7.01001249,2,63,20,1.0,222.5,2.0,2.0,2.2093023255813953,2.4857142857142858
3,2.0,1370,8336,1.0,0,5,7.555403511,2,50,50,1.0,342.5,2.0,2.0,1.8876404494382022,1.9834710743801653
3,1.5,1460,11407,1.0,0,3,6.25686647,2,60,9,1.0,365.0,2.0,2.0,1.9651162790697674,2.3529411764705883
3,1.5,1270,1318,2.0,0,3,6.770220774,2,10,10,0.8503937007874016,317.5,3.0,2.0,3.1875,2.4857142857142858
3,2.0,1640,7201,1.0,0,3,7.803120091,2,66,20,1.0,410.0,2.0,2.0,2.2093023255813953,2.4857142857142858
4,2.5,2550,4500,2.0,0,3,6.751170056,2,5,5,1.0,510.0,2.0,2.0,2.4705882352941178,1.9136690647482015
4,1.0,1860,4736,1.5,0,1,6.798212687,2,113,113,1.0,372.0,4.0,2.0,3.3666666666666667,2.4857142857142858
3,2.5,1420,2581,3.0,0,3,7.455112362,2,10,10,1.0,355.0,2.0,2.0,1.8876404494382022,2.4857142857142858
4,2.5,2300,19250,1.0,0,4,7.351299568,2,59,5,1.0,460.0,2.0,2.0,1.8,1.8
4,2.5,3170,10688,2.0,2,3,6.960661043,2,13,13,1.0,634.0,1.0,1.0,1.2321428571428572,1.4172185430463575
3,2.0,2060,4437,1.0,0,3,7.844051194,2,85,85,0.5,515.0,2.0,2.0,2.0933333333333333,2.4857142857142858
4,2.5,2180,7203,2.0,0,4,6.30527594,2,25,25,1.0,436.0,2.0,2.0,2.4705882352941178,1.9136690647482015
4,2.5,2090,9702,1.0,0,5,7.64696391,2,49,49,0.631578947368421,418.0,2.0,2.0,1.8876404494382022,1.9834710743801653
4,1.75,1470,5350,1.0,0,3,7.08232669,2,59,9,0.6666666666666666,294.0,2.0,2.0,2.2093023255813953,2.4857142857142858
3,2.25,1630,2520,2.0,0,3,7.6054598,2,9,9,1.0,407.5,3.0,3.0,2.9080459770114944,2.893854748603352
6,5.0,3440,4500,2.0,0,3,7.467768215,2,7,7,0.9534883720930233,491.42857142857144,1.0,2.0,1.3846153846153846,1.9136690647482015
3,1.75,1720,5899,1.0,1,3,6.851766414,3,28,28,0.7093023255813954,430.0,2.0,2.0,2.510204081632653,2.4857142857142858
3,2.5,3370,19585,2.0,0,3,6.100760296,3,63,20,0.9495548961424333,842.5,2.0,2.0,1.8876404494382022,1.9834710743801653
4,3.5,2550,8698,2.0,0,3,6.040576309,3,7,7,1.0,510.0,3.0,3.0,2.727272727272727,2.727272727272727
3,1.75,1730,8400,1.0,0,4,7.850321373,3,34,34,0.8092485549132948,432.5,3.0,3.0,3.1297709923664123,3.179372197309417
2,1.75,1640,4080,1.0,0,3,7.308370364,3,93,14,0.5121951219512195,546.6666666666666,3.0,2.0,3.303030303030303,2.4857142857142858
3,1.75,1550,3680,1.0,0,3,6.503416601,3,87,3,0.6774193548387096,387.5,3.0,2.0,2.71,2.4857142857142858
5,2.25,2520,49222,2.0,0,4,7.448720728,3,36,14,1.0,420.0,3.0,3.0,2.8764044943820224,2.893854748603352
3,2.5,2180,15693,1.0,0,4,7.548417249,3,35,35,0.8486238532110092,545.0,4.0,3.0,3.539473684210526,3.2621951219512195
3,3.5,1650,2262,3.0,0,3,7.103097821,3,4,4,1.0,412.5,3.0,2.0,2.725,2.4857142857142858
3,2.5,1990,3984,2.0,0,3,6.217852963,3,10,10,1.0,497.5,4.0,3.0,3.539473684210526,3.2621951219512195
3,2.5,2600,7465,2.0,0,3,7.293556928,3,26,14,1.0,650.0,2.0,2.0,2.4375,2.4242424242424243
4,2.75,2240,27820,1.5,0,4,7.579846973,3,38,22,1.0,448.0,4.0,3.0,3.539473684210526,3.2621951219512195
4,2.0,1680,5000,1.0,0,3,7.102618618,3,64,9,0.5833333333333334,336.0,3.0,2.0,2.9158878504672896,2.4857142857142858
4,2.0,2090,3610,1.5,0,5,6.813964274,3,87,87,0.8564593301435407,418.0,3.0,2.0,2.9158878504672896,2.4857142857142858
4,2.75,4140,24190,2.0,0,3,6.958381125,3,12,12,1.0,828.0,2.0,1.0,1.7352941176470589,1.4172185430463575
6,3.0,4250,4400,2.5,0,4,7.780239915,3,112,112,0.7105882352941176,607.1428571428571,2.0,2.0,2.116883116883117,2.4857142857142858
3,2.75,2500,7378,1.0,0,5,6.695647061,4,66,29,0.556,625.0,3.0,2.0,2.86,2.4857142857142858
4,1.75,2460,5100,1.5,0,5,6.635565202,4,105,26,0.5894308943089431,492.0,3.0,2.0,2.9158878504672896,2.4857142857142858
4,2.75,2490,17833,2.0,2,3,6.630473264,4,35,0,0.5983935742971888,498.0,2.0,2.0,2.2093023255813953,2.4857142857142858
4,2.5,2810,10986,2.0,0,3,6.947036663,4,17,17,1.0,562.0,4.0,3.0,3.539473684210526,3.2621951219512195
3,1.75,2430,14607,1.0,1,3,7.523495496,4,65,44,0.5061728395061729,607.5,4.0,4.0,3.8208955223880596,3.8208955223880596
3,3.5,4500,21870,2.0,0,3,7.208379562,4,10,10,1.0,1125.0,2.0,1.0,1.7352941176470589,1.4172185430463575
3,1.5,2210,6300,1.5,0,5,7.788067401,4,98,98,1.0,552.5,2.0,2.0,2.6153846153846154,2.4857142857142858
4,3.75,2690,4000,2.0,3,4,6.519267671,4,105,25,0.7881040892193308,538.0,4.0,2.0,3.347826086956522,2.4857142857142858
4,2.5,3280,6181,2.0,0,3,6.229629135,4,13,13,1.0,656.0,3.0,3.0,3.032258064516129,3.2621951219512195
4,2.75,3370,6675,1.0,3,4,6.951191209,4,66,66,0.56973293768546,674.0,2.0,2.0,2.6153846153846154,2.4857142857142858
3,2.5,2070,13241,1.5,0,5,7.631553493,4,104,104,0.6135265700483091,517.5,3.0,2.0,3.4615384615384617,2.4857142857142858
4,2.5,3320,11901,2.0,0,5,6.453429704,4,37,37,0.7981927710843374,664.0,4.0,3.0,3.323809523809524,3.2899159663865545
4,2.5,3470,32109,2.0,0,3,6.775910642,4,19,19,1.0,694.0,3.0,3.0,3.0208333333333335,2.8454545454545452
5,3.0,2510,4125,1.5,3,5,7.732054327,4,89,89,0.6334661354581673,418.3333333333333,2.0,2.0,2.6153846153846154,2.4857142857142858
4,2.5,3760,29224,2.0,0,3,7.242786074,4,27,14,1.0,752.0,3.0,3.0,3.1297709923664123,3.179372197309417
5,3.5,4210,17258,2.0,3,3,7.914256042,4,19,19,1.0,701.6666666666666,4.0,3.0,3.323809523809524,3.2899159663865545
5,6.25,8670,64033,2.0,4,3,7.995721201,4,49,11,0.7058823529411765,1445.0,3.0,2.0,2.86,2.4857142857142858
2,1.0,820,10450,1.0,0,4,7.227870416,1,49,49,1.0,273.3333333333333,2.0,2.0,1.68,1.9136690647482015
4,1.75,1200,7680,1.0,0,3,6.426773221,1,46,17,1.0,240.0,2.0,1.0,1.7352941176470589,1.4172185430463575
4,1.5,1130,7840,1.0,0,4,6.954120837,1,44,44,1.0,226.0,1.0,1.0,1.4065934065934067,1.408450704225352
2,1.0,910,9869,1.0,0,3,6.007521695,1,57,14,1.0,303.3333333333333,2.0,2.0,1.7666666666666666,1.9136690647482015
2,1.0,1100,8281,1.0,0,4,6.171519586,1,67,26,1.0,366.6666666666667,2.0,2.0,1.9651162790697674,1.9834710743801653
3,1.75,1840,9697,1.0,0,4,6.520407035,1,29,29,0.8152173913043478,460.0,1.0,1.0,1.3055555555555556,1.4444444444444444
4,2.5,1770,5855,2.0,0,3,7.40739645,1,11,11,1.0,354.0,2.0,2.0,1.7173913043478262,1.7173913043478262
4,1.5,1490,7560,2.0,0,3,7.475206064,1,48,48,1.0,298.0,1.0,1.0,1.510204081632653,1.4807692307692308
4,2.5,2210,8465,1.0,0,3,6.148987671,1,24,5,0.6742081447963801,442.0,2.0,1.0,1.7352941176470589,1.4172185430463575
3,2.5,1970,7500,2.0,0,3,6.538270983,1,26,14,1.0,492.5,2.0,1.0,1.7352941176470589,1.4172185430463575
3,3.25,1470,1235,2.0,0,3,6.274430119,2,6,6,0.8027210884353742,367.5,2.0,2.0,1.7380952380952381,2.4857142857142858
4,2.5,2490,8124,2.0,0,3,7.508729645,2,13,13,1.0,498.0,2.0,1.0,1.7352941176470589,1.4172185430463575
5,3.0,1880,5000,1.0,0,3,6.060259949,2,17,17,0.5851063829787234,313.3333333333333,2.0,2.0,1.6,2.4857142857142858
2,1.5,1070,1200,2.0,0,3,6.397180471,2,15,15,1.0,356.6666666666667,3.0,2.0,2.725,2.4857142857142858
3,2.5,1880,7000,2.0,0,3,6.715117443,2,21,21,1.0,470.0,1.0,1.0,1.3492063492063493,1.4444444444444444
2,1.0,970,5665,1.0,0,4,6.332963188,2,106,106,1.0,323.3333333333333,2.0,2.0,2.116883116883117,2.4857142857142858
4,2.5,1910,9244,1.0,0,4,6.25604501,2,51,51,1.0,382.0,2.0,2.0,2.4705882352941178,1.9136690647482015
2,2.25,1170,1011,2.0,0,3,6.29957812,2,5,5,1.0,390.0,3.0,3.0,2.8764044943820224,2.893854748603352
3,2.0,2080,11375,1.0,0,3,6.485232548,2,12,12,1.0,520.0,1.0,1.0,1.4,1.4
3,1.0,1060,9525,1.0,0,3,7.416908458,2,48,48,1.0,265.0,3.0,3.0,3.1297709923664123,3.179372197309417
4,2.25,2300,4600,1.5,0,4,7.674314892,2,110,110,0.5826086956521739,460.0,2.0,2.0,2.6153846153846154,2.4857142857142858
3,3.25,1651,1779,2.0,0,3,6.895365159,2,6,6,0.8122350090854028,412.75,2.0,2.0,1.8876404494382022,2.4857142857142858
2,1.0,1220,17172,1.0,0,4,7.840015843,2,67,26,1.0,406.6666666666667,4.0,3.0,3.324675324675325,2.76878612716763
3,1.75,1800,6000,1.0,0,5,7.40129157,2,64,64,0.5,450.0,2.0,2.0,1.9651162790697674,1.9834710743801653
3,1.75,1590,8219,1.5,0,5,6.033717178,2,76,76,0.610062893081761,397.5,2.0,3.0,2.3195876288659796,2.76878612716763
3,1.0,1180,11862,1.0,0,4,6.628347093,2,66,66,1.0,295.0,3.0,2.0,2.86,2.4857142857142858
3,1.0,1330,15678,1.0,0,3,6.103892531,2,30,30,0.6766917293233082,332.5,3.0,3.0,3.032258064516129,3.2621951219512195
4,1.75,1890,6000,1.0,0,4,7.837627543,2,67,26,0.5873015873015873,378.0,2.0,2.0,2.2093023255813953,2.4857142857142858
3,3.5,1240,1666,2.0,0,3,7.069095054,2,6,6,0.8064516129032258,310.0,2.0,2.0,2.510204081632653,2.4857142857142858
5,3.5,3690,11928,2.0,0,3,6.994264769,2,8,8,0.6883468834688347,615.0,3.0,3.0,3.032258064516129,3.2621951219512195
3,1.0,1710,6556,1.5,0,4,7.376317027,2,88,21,0.7017543859649122,427.5,2.0,2.0,1.8876404494382022,2.4857142857142858
3,2.75,1560,7392,1.0,0,5,6.50792518,2,42,42,0.6602564102564102,390.0,2.0,3.0,2.3195876288659796,2.76878612716763
5,1.75,2460,6846,1.5,0,5,6.56462114,2,103,30,0.5447154471544715,410.0,2.0,2.0,1.7380952380952381,2.4857142857142858
2,1.5,1630,3780,1.0,0,4,7.810831268,2,74,13,0.5460122699386503,543.3333333333334,3.0,2.0,2.8205128205128207,2.4857142857142858
5,2.0,1940,7642,1.5,0,3,6.119703337,2,57,14,1.0,323.3333333333333,3.0,2.0,2.86,1.9834710743801653
3,2.5,1250,1103,3.0,2,3,7.226526825,2,9,9,1.0,312.5,3.0,2.0,2.725,2.4857142857142858
4,2.5,2470,35073,2.0,0,3,6.627905978,2,25,25,1.0,494.0,2.0,1.0,1.7352941176470589,1.4172185430463575
4,2.25,2640,31941,1.0,0,4,6.961067842,2,28,28,1.0,528.0,2.0,1.0,1.7352941176470589,1.4172185430463575
4,2.5,2140,7245,2.0,0,3,7.539110865,2,11,11,1.0,428.0,2.0,2.0,1.8876404494382022,2.4857142857142858
3,2.0,1769,9300,1.0,0,4,7.157687122,2,59,5,1.0,442.25,2.0,2.0,2.0185185185185186,2.3125
5,2.75,2990,7420,2.0,0,3,6.289949894,2,18,18,1.0,498.3333333333333,2.0,2.0,2.4705882352941178,1.9136690647482015
3,1.75,1970,7972,1.0,3,5,7.175145146,3,38,38,0.6954314720812182,492.5,1.0,2.0,1.3846153846153846,1.9136690647482015
3,1.75,1600,19200,1.0,0,4,7.107547546,3,47,47,1.0,400.0,2.0,3.0,2.3195876288659796,2.76878612716763
3,2.5,2120,9736,2.0,0,3,6.640976291,3,26,14,1.0,530.0,2.0,2.0,2.4375,2.4242424242424243
3,1.0,1510,5000,1.5,0,3,7.60077994,3,105,10,1.0,377.5,3.0,2.0,3.303030303030303,2.4857142857142858
4,1.75,1880,3880,1.5,0,4,6.232614902,3,70,70,0.5797872340425532,376.0,3.0,2.0,2.8205128205128207,2.4857142857142858
3,2.25,1710,4140,2.0,0,3,6.444287004,3,10,10,1.0,427.5,3.0,3.0,2.9080459770114944,2.893854748603352
2,1.0,1510,4032,1.5,0,3,7.700018518,3,79,40,0.8675496688741722,503.3333333333333,3.0,2.0,3.1875,2.4857142857142858
4,2.5,3140,9225,1.0,2,5,6.592339389,3,48,48,0.5636942675159236,628.0,1.0,2.0,1.3846153846153846,1.9136690647482015
5,2.0,2060,6000,2.0,0,3,7.334285845,3,111,9,1.0,343.3333333333333,3.0,2.0,3.303030303030303,2.4857142857142858
3,2.5,1910,1501,2.5,0,3,6.999720467,3,7,7,0.8010471204188482,477.5,3.0,2.0,3.1875,2.4857142857142858
4,1.75,1870,5200,2.0,0,4,7.814324454,3,77,77,0.6417112299465241,374.0,3.0,2.0,2.9158878504672896,2.4857142857142858
5,2.75,2820,4608,1.0,0,3,7.615625116,3,47,3,0.5141843971631206,470.0,3.0,2.0,2.71,2.4857142857142858
4,2.25,2180,7297,2.0,0,3,7.959105364,3,30,30,1.0,436.0,3.0,3.0,3.032258064516129,3.2621951219512195
2,1.0,1430,3000,1.5,0,3,7.860571659,3,85,85,0.9090909090909091,476.6666666666667,4.0,2.0,3.3666666666666667,2.4857142857142858
3,2.5,2480,5137,2.0,0,3,7.05108932,3,14,14,1.0,620.0,3.0,3.0,3.1297709923664123,3.179372197309417
4,2.0,2710,4750,1.0,0,4,7.093282323,3,95,29,0.5387453874538746,542.0,3.0,2.0,2.9158878504672896,2.4857142857142858
3,3.0,2340,2970,2.0,0,5,7.985237101,3,89,89,0.9230769230769231,585.0,3.0,2.0,2.725,2.4857142857142858
3,2.5,2050,6420,1.0,3,3,6.721661039,3,58,13,0.8439024390243902,512.5,3.0,2.0,2.9814814814814814,2.4857142857142858
3,2.0,2460,6600,1.0,2,4,6.807610925,3,62,62,0.556910569105691,615.0,2.0,2.0,2.510204081632653,2.4857142857142858
3,2.5,2570,3600,2.5,0,3,6.729713391,3,7,7,1.0,642.5,3.0,3.0,2.9080459770114944,2.893854748603352
4,2.5,2683,40386,2.0,0,4,7.139303311,3,27,27,1.0,536.6,3.0,3.0,3.1297709923664123,3.179372197309417
4,2.5,3280,27441,2.0,0,3,6.591459912,3,18,18,1.0,656.0,3.0,3.0,3.2444444444444445,3.179372197309417
3,2.75,1900,6400,1.0,0,5,7.086835666,4,72,72,0.7421052631578947,475.0,3.0,2.0,3.303030303030303,2.4857142857142858
3,1.75,2110,11250,1.0,0,4,7.559475202,4,53,13,1.0,527.5,4.0,4.0,3.8208955223880596,3.8208955223880596
3,3.5,3950,111078,1.5,0,3,7.373817803,4,25,25,0.6227848101265823,987.5,3.0,3.0,3.2444444444444445,3.179372197309417
4,2.5,3010,6100,2.0,0,3,7.075479732,4,9,9,1.0,602.0,3.0,3.0,3.1297709923664123,3.179372197309417
4,3.25,2420,4000,1.5,0,5,6.274157942,4,103,30,0.7727272727272727,484.0,3.0,2.0,3.303030303030303,2.4857142857142858
3,2.0,2420,17859,1.0,1,5,6.309126694,4,35,35,0.6198347107438017,605.0,2.0,3.0,2.3195876288659796,2.76878612716763
3,3.0,2790,12523,2.0,4,4,7.940920043,4,37,37,0.5734767025089605,697.5,1.0,1.0,1.510204081632653,1.4807692307692308
4,3.25,3960,7012,2.0,0,3,7.812161021,4,9,9,1.0,792.0,4.0,3.0,3.539473684210526,3.2621951219512195
4,2.25,2460,44431,1.0,0,4,7.714732732,4,57,13,1.0,492.0,3.0,3.0,3.1621621621621623,3.2899159663865545
4,2.5,2370,10858,2.0,0,3,7.735602783,4,11,11,1.0,474.0,4.0,3.0,3.857142857142857,3.2899159663865545
4,2.5,3270,35445,2.0,0,3,6.939606642,4,25,25,1.0,654.0,4.0,3.0,3.323809523809524,3.2899159663865545
0,0.0,3064,4764,3.5,2,3,6.339779087,4,24,5,1.0,3064.0,3.0,2.0,3.4615384615384617,2.4857142857142858
4,2.5,3200,7500,1.5,1,5,6.545239289,4,66,29,0.58125,640.0,3.0,2.0,2.9158878504672896,2.4857142857142858
4,2.5,5730,44947,2.0,4,3,6.478565083,4,23,23,0.7469458987783595,1146.0,3.0,3.0,3.032258064516129,3.2621951219512195
5,4.0,4410,14380,2.0,0,3,6.461017285,4,8,8,1.0,735.0,3.0,3.0,3.1297709923664123,3.179372197309417
4,3.75,4030,10800,2.0,0,3,7.74395201,4,8,8,1.0,806.0,4.0,3.0,3.324675324675325,2.76878612716763
3,1.0,1270,6405,1.5,0,3,7.630618042,1,70,70,1.0,317.5,1.0,2.0,1.3555555555555556,2.4857142857142858
3,1.0,1290,6566,1.0,0,5,7.736457736,1,38,38,1.0,322.5,1.0,1.0,1.4065934065934067,1.408450704225352
3,1.0,1340,11070,1.0,0,4,6.072642942,1,36,14,1.0,335.0,1.0,1.0,1.3055555555555556,1.4444444444444444
2,1.75,1440,5680,1.0,0,4,6.775455344,1,36,14,1.0,480.0,1.0,1.0,1.510204081632653,1.4807692307692308
2,1.0,710,7200,1.0,0,3,7.826933508,1,71,12,1.0,236.66666666666666,1.0,2.0,1.3555555555555556,2.4857142857142858
2,1.0,930,7550,1.0,0,3,7.499570462,1,28,28,1.0,310.0,1.0,1.0,1.1551724137931034,1.2307692307692308
3,1.75,1900,8540,1.0,0,3,7.972109093,1,34,34,0.5,475.0,1.0,1.0,1.1551724137931034,1.2307692307692308
3,2.25,1400,3814,2.0,0,3,7.933122275,1,2,2,1.0,350.0,1.0,1.0,1.5168539325842696,1.2105263157894737
4,2.5,1930,8660,1.0,0,3,6.83927637,1,33,1,0.5803108808290155,386.0,1.0,1.0,1.2321428571428572,1.4172185430463575
4,1.75,1900,10588,1.0,0,5,6.049578785,1,56,56,1.0,380.0,1.0,1.0,1.0571428571428572,1.4172185430463575
3,1.75,1840,8601,1.0,0,3,6.197309862,1,109,0,0.5,460.0,2.0,2.0,2.116883116883117,2.4857142857142858
3,1.75,1180,13927,1.0,0,5,6.836917644,1,52,52,1.0,295.0,2.0,2.0,2.4705882352941178,1.9136690647482015
4,2.5,2700,10814,1.0,0,4,7.358479573,2,48,48,0.5777777777777777,540.0,1.0,1.0,1.3055555555555556,1.4444444444444444
3,2.0,2020,8555,1.0,0,4,6.020183407,2,57,13,0.6039603960396039,505.0,2.0,2.0,2.2093023255813953,2.4857142857142858
3,1.0,1280,8184,1.5,0,4,6.8415941,2,67,26,1.0,320.0,2.0,2.0,1.9651162790697674,1.9834710743801653
3,1.5,1210,5240,1.0,0,4,6.10197021,2,31,31,0.5041322314049587,302.5,2.0,2.0,1.6,2.4857142857142858
4,2.5,1880,7965,2.0,0,3,7.583687382,2,14,14,1.0,376.0,2.0,2.0,1.7173913043478262,1.7173913043478262
3,2.5,2070,8337,2.0,0,3,7.078692985,2,17,17,1.0,517.5,1.0,1.0,1.3055555555555556,1.4444444444444444
3,2.5,1070,1155,2.0,0,3,7.879567752,2,9,9,0.6728971962616822,267.5,3.0,2.0,2.9814814814814814,2.4857142857142858
2,1.5,1800,26615,1.0,0,5,6.97969297,2,27,27,0.6888888888888889,600.0,2.0,1.0,1.7352941176470589,1.4172185430463575
3,1.75,1820,9545,1.0,0,3,6.595214542,2,38,38,0.6758241758241759,455.0,2.0,2.0,1.9651162790697674,2.3529411764705883
3,1.5,1650,9957,1.0,0,4,6.988117538,2,53,13,0.6666666666666666,412.5,2.0,2.0,2.2093023255813953,2.4857142857142858
4,2.5,2220,5338,2.0,0,3,7.616932366,2,13,13,1.0,444.0,2.0,2.0,2.4705882352941178,1.9136690647482015
3,2.25,1410,1287,2.0,0,3,7.703643408,2,9,9,0.9148936170212766,352.5,3.0,3.0,2.8764044943820224,2.893854748603352
4,2.5,2540,6365,2.0,0,3,7.636766097,2,14,14,0.7362204724409449,508.0,2.0,2.0,1.68,1.9136690647482015
3,2.25,1920,4833,1.0,0,4,6.739705932,2,93,93,0.5520833333333334,480.0,2.0,2.0,1.8876404494382022,2.4857142857142858
4,2.5,2050,5276,2.0,0,3,6.331442053,2,8,8,1.0,410.0,2.0,2.0,2.4705882352941178,1.9136690647482015
4,2.5,1750,4779,2.0,0,3,6.91382023,2,5,5,1.0,350.0,2.0,2.0,2.3181818181818183,2.3230769230769233
4,2.5,2690,7947,2.0,0,3,6.293896117,2,21,21,1.0,538.0,2.0,2.0,1.7666666666666666,1.9136690647482015
3,2.0,1910,5040,1.5,0,3,6.87698825,2,43,43,1.0,477.5,3.0,3.0,3.032258064516129,3.2621951219512195
3,1.75,1500,8173,1.0,0,3,7.863757686,2,17,17,1.0,375.0,2.0,3.0,2.3195876288659796,2.76878612716763
4,2.25,2010,7575,1.0,0,3,6.830809562,2,40,40,0.6069651741293532,402.0,2.0,3.0,2.3195876288659796,2.76878612716763
4,2.25,2630,39000,2.0,0,3,6.415767957,2,35,0,1.0,526.0,1.0,1.0,1.5168539325842696,1.4444444444444444
3,1.75,1850,6869,1.0,2,5,7.454060744,2,95,80,0.5945945945945946,462.5,2.0,1.0,2.0185185185185186,1.7058823529411764
3,2.25,1580,12177,1.0,0,3,6.573023421,2,33,1,0.759493670886076,395.0,3.0,3.0,3.032258064516129,3.2621951219512195
3,2.5,1580,6065,2.0,0,3,7.34214772,2,29,29,1.0,395.0,3.0,3.0,2.9080459770114944,2.893854748603352
3,1.75,1760,12874,1.0,0,4,6.40007866,2,47,47,0.6988636363636364,440.0,4.0,3.0,3.5714285714285716,3.2899159663865545
3,1.0,1830,3000,1.5,0,3,7.47377731,2,88,11,0.7814207650273224,457.5,3.0,2.0,2.725,2.4857142857142858
4,2.75,2020,7070,1.0,0,5,6.617355921,3,56,56,0.5,404.0,2.0,2.0,2.0933333333333333,2.4857142857142858
3,1.0,1540,3399,1.5,0,3,7.144742885,3,88,11,0.7792207792207793,385.0,3.0,2.0,2.71,2.4857142857142858
5,3.0,3610,9775,2.0,0,3,7.46237975,3,11,11,1.0,601.6666666666666,2.0,2.0,1.7173913043478262,1.7173913043478262
3,1.75,1640,7437,1.0,0,3,6.054676821,3,66,20,0.6646341463414634,410.0,2.0,2.0,2.0933333333333333,2.4857142857142858
3,3.0,1384,1287,2.0,0,3,7.974620121,3,8,8,0.8265895953757225,346.0,3.0,2.0,3.4615384615384617,2.4857142857142858
3,2.5,2040,4627,2.0,0,3,6.482409428,3,22,22,1.0,510.0,3.0,3.0,3.1297709923664123,3.179372197309417
3,1.0,1870,2807,1.5,0,4,6.670844272,3,87,87,0.8449197860962567,467.5,3.0,2.0,2.8205128205128207,2.4857142857142858
4,3.0,2440,9600,2.0,0,5,6.878232589,3,53,53,1.0,488.0,2.0,3.0,2.3195876288659796,2.76878612716763
3,2.0,2250,8800,1.0,0,4,6.36097247,3,89,46,0.5555555555555556,562.5,3.0,2.0,2.9814814814814814,2.4857142857142858
4,2.5,2010,7972,2.0,0,4,6.032555952,3,25,25,1.0,402.0,3.0,3.0,2.9080459770114944,2.893854748603352
3,1.75,2350,20820,1.0,0,4,7.308365976,3,36,14,0.7659574468085106,587.5,3.0,3.0,3.032258064516129,3.2621951219512195
